Item,node,ortho,phono,original,replace,delete_insert,replace_p,delins_p,pos_l50,pos_m50,all_cc,replace_cc,pos_l50_cc,pos_m50_cc,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,log_freq,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
sprang,16181,sprang,spr@G,3,3,0,1,0,0,3,0.333333333,0.333333333,-1,0.333333333,1,5,552,7,9,8,39,1.602059991,1194,49,758246,6,1
sprawl,16183,sprawl,sprcl,1,1,0,1,0,1,0,-1,-1,-1,-1,1,5,579,7,14,3,7,0.903089987,638,57,985396,6,1
spray,16184,spray,spre,7,4,3,0.571428571,0.428571429,2,5,0.095238095,0.166666667,0,0.2,1,4,435,6,14,5,492,2.692846919,5135,485,15148400,5,1
spread,16185,spread,sprEd,1,0,1,0,1,0,1,-1,-1,-1,-1,1,5,492,7,6,1,1596,3.203304916,17863,2264,24520864,6,1
spree,16186,spree,spri,5,3,2,0.6,0.4,3,2,0.2,0.333333333,0.333333333,1,1,4,483,6,26,4,109,2.041392685,717,251,1218040,5,1
sprig,16187,sprig,sprIg,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,1,5,470,6,9,5,12,1.113943352,250,4,143773,6,1
spring,16189,spring,sprIG,5,4,1,0.8,0.2,2,3,0.1,0.166666667,0,0.333333333,2,5,503,7,12,15,1597,3.203576775,25633,2229,64816752,6,1
sprint,16192,sprint,sprInt,2,1,1,0.5,0.5,2,0,0,-1,0,-1,1,6,487,7,5,5,36,1.568201724,1547,101,7782311,7,1
sprout,16195,sprout,sprWt,3,2,1,0.666666667,0.333333333,0,3,0.333333333,1,-1,0.333333333,1,5,596,7,12,8,46,1.672097858,541,11,623058,6,1
sprung,16197,sprung,spr^G,3,3,0,1,0,1,2,0.333333333,0.333333333,-1,1,1,5,482,7,6,6,131,2.120573931,832,90,1081658,6,1
spry,16198,spry,sprY,5,2,3,0.4,0.6,1,4,0.1,1,-1,0.166666667,1,4,566,4,8,5,32,1.51851394,141,9,217147,5,1
spun,16201,spun,sp^n,11,8,3,0.727272727,0.272727273,3,8,0.309090909,0.535714286,0.666666667,0.535714286,1,4,576,5,24,10,86,1.939519253,2379,121,1854414,5,1
spur,16203,spur,spR,11,5,6,0.454545455,0.545454545,3,8,0.236363636,0.4,0.333333333,0.321428571,1,3,471,5,45,15,73,1.86923172,1368,195,2171795,4,1
spurt,16207,spurt,spRt,12,10,2,0.833333333,0.166666667,2,10,0.318181818,0.4,0,0.466666667,1,4,434,6,25,7,19,1.301029996,309,21,332717,5,1
spy,16210,spy,spY,15,6,9,0.4,0.6,5,10,0.19047619,0.4,0.3,0.288888889,1,3,469,4,37,13,1023,3.010299957,2699,709,20031037,4,1
squad,16213,squad,skwad,5,4,1,0.8,0.2,1,4,0.3,0.5,-1,0.5,1,5,623,6,7,4,1096,3.040206628,2653,426,8748755,6,1
squall,16216,squall,skwcl,4,3,1,0.75,0.25,1,3,0.166666667,0,-1,0.333333333,1,5,543,7,5,1,20,1.322219295,189,14,342920,6,1
square,16219,square,skwEr,3,1,2,0.333333333,0.666666667,1,2,0.333333333,-1,-1,0,1,5,529,7,6,3,1620,3.209783015,20747,2352,44788646,6,1
squash,16220,squash,skwaS,5,3,2,0.6,0.4,2,3,0.4,1,1,1,1,5,612,7,5,2,223,2.350248018,2311,103,3985349,6,1
squat,16221,squat,skwat,6,4,2,0.666666667,0.333333333,1,5,0.266666667,0.5,-1,0.3,1,5,484,6,10,2,160,2.206825876,1151,43,925062,6,1
squawk,16223,squawk,skwck,3,2,1,0.666666667,0.333333333,0,3,0.333333333,0,-1,0.333333333,1,5,520,7,3,1,87,1.944482672,156,16,128215,6,1
squeeze,16228,squeeze,skwiz,2,2,0,1,0,0,2,1,1,-1,1,1,5,648,8,6,2,769,2.886490725,3521,467,3017492,6,1
squid,16231,squid,skwId,4,2,2,0.5,0.5,1,3,0,0,-1,0,1,5,449,5,4,2,141,2.152288344,835,76,3831988,5,1
squirm,16234,squirm,skwRm,2,2,0,1,0,0,2,1,1,-1,1,1,5,624,7,2,3,42,1.633468456,290,21,208497,6,1
squirrel,16235,squirrel,skwRL,2,2,0,1,0,0,2,1,1,-1,1,2,6,459,9,2,1,279,2.447158031,978,128,2231658,7,1
squirt,16236,squirt,skwRt,5,3,2,0.6,0.4,1,4,0.1,0.333333333,-1,0.166666667,1,5,475,7,6,4,140,2.149219113,341,24,6127116,6,1
stab,16237,stab,st@b,7,6,1,0.857142857,0.142857143,3,4,0.19047619,0.266666667,0.333333333,0.5,1,4,489,5,33,21,447,2.651278014,958,199,1648037,5,1
stability,16239,stability,stxbIl|ti,1,0,1,0,1,1,0,-1,-1,-1,-1,4,9,705,8,1,1,90,1.959041392,7490,1040,14459291,6,2
stabilize,16241,stabilize,stebxlYz,1,0,1,0,1,0,1,-1,-1,-1,-1,3,8,801,10,3,4,76,1.886490725,1401,323,1193707,9,2
stable,16243,stable,stebL,4,2,2,0.5,0.5,3,1,0.166666667,0,0.333333333,-1,2,6,505,7,11,10,673,2.828659897,7423,911,18230012,7,1
stack,16245,stack,st@k,16,13,3,0.8125,0.1875,6,10,0.216666667,0.269230769,0.533333333,0.4,1,4,507,6,59,22,311,2.494154594,3149,282,11091123,5,1
staff,16247,staff,st@f,5,5,0,1,0,0,5,0.4,0.4,-1,0.4,1,4,839,6,32,11,1632,3.212986185,33117,5473,151555360,5,1
stage,16249,stage,steJ,11,8,3,0.727272727,0.272727273,2,9,0.4,0.535714286,1,0.583333333,1,4,517,6,21,16,2324,3.366422957,25716,5028,52519007,5,1
staid,16256,staid,sted,13,12,1,0.923076923,0.076923077,2,11,0.358974359,0.333333333,1,0.490909091,1,4,557,5,37,7,3,0.602059991,254,20,196599,5,1
stain,16257,stain,sten,17,14,3,0.823529412,0.176470588,5,12,0.242647059,0.263736264,0.6,0.409090909,1,4,539,6,49,19,316,2.501059262,1430,144,3512824,5,1
stair,16258,stair,stEr,12,10,2,0.833333333,0.166666667,5,7,0.181818182,0.266666667,0.6,0.285714286,1,4,517,6,45,10,69,1.84509804,508,14,2012524,5,1
stake,16259,stake,stek,17,14,3,0.823529412,0.176470588,4,13,0.294117647,0.340659341,0.666666667,0.461538462,1,4,466,6,43,18,847,2.928395852,5734,1344,5061965,5,1
stale,16261,stale,stel,17,14,3,0.823529412,0.176470588,4,13,0.294117647,0.340659341,0.666666667,0.461538462,1,4,388,6,50,21,149,2.176091259,949,44,1065657,5,1
stalk,16262,stalk,stck,9,7,2,0.777777778,0.222222222,1,8,0.416666667,0.714285714,-1,0.535714286,1,4,520,6,42,9,86,1.939519253,817,53,936028,5,1
stalked,16263,stalked,stckt,1,0,1,0,1,0,1,-1,-1,-1,-1,1,5,576,7,12,5,79,1.903089987,661,86,309313,5,2
stall,16264,stall,stcl,10,9,1,0.9,0.1,3,7,0.355555556,0.416666667,0.333333333,0.714285714,1,4,515,6,48,14,457,2.660865478,1524,163,2114837,5,1
stamp,16271,stamp,st@mp,4,3,1,0.75,0.25,3,1,0,0,0,-1,1,5,488,6,13,12,302,2.481442629,2260,448,9760676,6,1
stance,16273,stance,st@ns,1,1,0,1,0,0,1,-1,-1,-1,-1,1,5,571,7,15,6,96,1.986771734,3464,394,3257959,6,1
stanch,16274,stanch,stcnC,1,1,0,1,0,1,0,-1,-1,-1,-1,1,5,512,7,13,8,1,0.301029996,79,2,36249,6,1
stand,16276,stand,st@nd,3,1,2,0.333333333,0.666666667,2,1,0,-1,0,-1,1,5,602,6,25,12,11536,4.062092893,35044,9303,46296102,6,1
stank,16282,stank,st@Gk,7,4,3,0.571428571,0.428571429,6,1,0.238095238,0.333333333,0.333333333,-1,1,5,565,6,15,19,39,1.602059991,179,5,105369,6,1
staple,16285,staple,stepL,3,3,0,1,0,2,1,0.333333333,0.333333333,1,-1,2,6,497,7,9,9,57,1.763427994,1298,106,1893759,7,1
star,16286,star,star,12,7,5,0.583333333,0.416666667,3,9,0.181818182,0.238095238,0.333333333,0.305555556,1,4,559,5,57,33,4149,3.618048097,31663,5712,122512005,5,1
stark,16290,stark,stark,7,5,2,0.714285714,0.285714286,2,5,0.333333333,0.3,0,0.7,1,5,587,6,32,18,331,2.521138084,2970,443,3479265,6,1
start,16292,start,start,7,4,3,0.571428571,0.428571429,2,5,0.285714286,0.5,0,0.6,1,5,474,6,32,18,17345,4.239199342,62495,18955,161934195,6,1
startle,16293,startle,startL,1,0,1,0,1,0,1,-1,-1,-1,-1,2,7,484,8,6,2,60,1.785329835,225,13,194954,8,1
starve,16295,starve,starv,4,3,1,0.75,0.25,0,4,1,1,-1,1,1,5,563,7,20,5,314,2.498310554,705,176,546035,6,1
station,16301,station,steS|n,2,0,2,0,1,1,1,0,-1,-1,-1,2,6,525,8,11,4,4033,3.605735894,20567,4302,61893414,7,2
statue,16307,statue,st@Cu,2,1,1,0.5,0.5,0,2,0,-1,-1,0,2,5,593,7,4,7,540,2.733197265,2959,398,4753368,6,1
stature,16310,stature,st@CX,3,3,0,1,0,0,3,0.333333333,0.333333333,-1,0.333333333,2,5,698,6,9,2,85,1.934498451,1391,253,995928,5,1
statute,16312,statute,st@Cut,1,0,1,0,1,0,1,-1,-1,-1,-1,2,6,551,8,5,3,97,1.991226076,2733,699,9035618,7,1
stay,16316,stay,ste,17,7,10,0.411764706,0.588235294,4,13,0.242647059,0.428571429,0.5,0.346153846,1,3,539,5,45,24,26298,4.419939235,43300,14104,80702745,4,1
stead,16317,stead,stEd,11,9,2,0.818181818,0.181818182,3,8,0.218181818,0.277777778,1,0.321428571,1,4,559,6,41,9,54,1.740362689,302,27,724786,5,1
steady,16318,steady,stEdi,3,2,1,0.666666667,0.333333333,2,1,0.333333333,1,1,-1,2,5,438,6,15,2,1158,3.064083436,7655,741,8194341,6,2
steal,16319,steal,stil,11,9,2,0.818181818,0.181818182,2,9,0.345454545,0.5,1,0.5,1,4,470,6,59,13,2720,3.434728542,3593,835,6258499,5,1
stealth,16320,stealth,stElT,1,1,0,1,0,0,1,-1,-1,-1,-1,1,5,536,8,8,1,142,2.155336037,939,185,3431743,6,1
steam,16321,steam,stim,8,5,3,0.625,0.375,3,5,0.178571429,0.3,0.666666667,0.3,1,4,484,6,39,13,686,2.836956737,4303,462,11148945,5,1
steed,16322,steed,stid,10,9,1,0.9,0.1,3,7,0.266666667,0.277777778,1,0.428571429,1,4,490,6,49,17,130,2.117271296,254,16,701658,5,1
steep,16324,steep,stip,10,8,2,0.8,0.2,3,7,0.2,0.25,1,0.285714286,1,4,373,6,41,15,125,2.100370545,4143,238,3399504,5,1
steeple,16325,steeple,stipL,4,2,2,0.5,0.5,3,1,0.166666667,1,0.333333333,-1,2,6,595,8,14,5,21,1.342422681,188,8,376906,7,1
steer,16326,steer,stIr,15,12,3,0.8,0.2,7,8,0.228571429,0.287878788,0.523809524,0.464285714,1,4,497,6,42,25,305,2.485721426,1809,169,2159937,5,1
stellar,16330,stellar,stElX,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,2,5,589,8,42,3,41,1.62324929,1597,70,3063048,6,1
stem,16331,stem,stEm,4,4,0,1,0,0,4,0.5,0.5,-1,0.5,1,4,439,5,28,14,114,2.06069784,5983,922,10780682,5,1
stench,16332,stench,stEnC,1,1,0,1,0,1,0,-1,-1,-1,-1,1,5,569,6,10,3,113,2.056904851,742,44,508722,5,1
step,16337,step,stEp,6,6,0,1,0,0,6,0.4,0.4,-1,0.4,1,4,476,5,33,16,6052,3.781970674,35177,7102,86156724,5,1
sterile,16346,sterile,stErL,1,0,1,0,1,0,1,-1,-1,-1,-1,2,6,577,7,12,1,111,2.049218023,1028,101,2004265,7,1
stern,16352,stern,stRn,10,5,5,0.5,0.5,4,6,0.133333333,0.6,0,0.4,1,4,507,6,29,11,327,2.515873844,3975,1003,4643904,5,1
stew,16357,stew,stu,13,5,8,0.384615385,0.615384615,5,8,0.153846154,0.6,0.3,0.321428571,1,3,428,5,41,17,328,2.517195898,1471,95,1716385,4,1
stick,16359,stick,stIk,18,13,5,0.722222222,0.277777778,4,14,0.196078431,0.320512821,0.5,0.296703297,1,4,433,6,60,19,4953,3.694956002,11876,2438,22401369,5,1
sticky,16361,sticky,stIki,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,2,5,579,6,20,6,292,2.46686762,2056,159,5700342,6,2
stiff,16362,stiff,stIf,10,9,1,0.9,0.1,3,7,0.266666667,0.333333333,0.333333333,0.523809524,1,4,479,6,32,9,523,2.719331287,3986,331,3492842,5,1
still,16370,still,stIl,17,14,3,0.823529412,0.176470588,5,12,0.235294118,0.307692308,0.7,0.378787879,1,4,549,6,49,18,40225,4.604506849,195162,47989,190450277,5,1
stimulation,16376,stimulation,stImyUleS|n,2,1,1,0.5,0.5,2,0,0,-1,0,-1,4,11,894,10,2,2,70,1.851258349,1394,96,4225487,9,2
stink,16381,stink,stIGk,6,3,3,0.5,0.5,4,2,0.2,0.333333333,0.333333333,1,1,5,523,6,21,14,673,2.828659897,877,99,872742,6,1
stint,16382,stint,stInt,3,2,1,0.666666667,0.333333333,2,1,0,0,0,-1,1,5,526,6,14,12,38,1.591064607,1080,69,856043,6,1
stipulation,16386,stipulation,stIpyUleS|n,1,1,0,1,0,1,0,-1,-1,-1,-1,4,11,762,12,2,2,9,1,202,37,781273,12,2
stir,16387,stir,stR,9,6,3,0.666666667,0.333333333,3,6,0.25,0.466666667,0.333333333,0.4,1,3,499,5,81,10,301,2.480006943,9098,329,4833763,4,1
stirrup,16388,stirrup,stRxp,1,0,1,0,1,1,0,-1,-1,-1,-1,2,5,507,8,5,1,12,1.113943352,122,7,225827,6,1
stitch,16389,stitch,stIC,7,7,0,1,0,2,5,0.523809524,0.523809524,1,1,1,4,609,7,22,4,381,2.582063363,597,39,5050736,5,1
stock,16391,stock,stak,12,9,3,0.75,0.25,2,10,0.272727273,0.444444444,1,0.377777778,1,4,590,6,47,17,1300,3.114277297,22498,4253,176300524,5,1
stocky,16398,stocky,staki,4,2,2,0.5,0.5,2,2,0,0,0,0,2,5,515,7,27,5,9,1,395,9,138963,5,1
stodgy,16400,stodgy,staJi,2,2,0,1,0,1,1,0,0,-1,-1,2,5,609,6,6,0,8,0.954242509,166,13,77033,5,1
stoic,16401,stoic,stoIk,4,1,3,0.25,0.75,0,4,0.333333333,-1,-1,0.333333333,2,5,519,6,5,2,21,1.342422681,453,49,275967,6,1
stoke,16404,stoke,stok,19,13,6,0.684210526,0.315789474,4,15,0.216374269,0.333333333,0.666666667,0.314285714,1,4,441,6,40,16,60,1.785329835,205,24,2552684,5,1
stole,16405,stole,stol,15,11,4,0.733333333,0.266666667,2,13,0.295238095,0.454545455,1,0.384615385,1,4,559,6,54,22,2711,3.433289685,2959,635,2814273,5,1
stone,16412,stone,ston,14,11,3,0.785714286,0.214285714,4,10,0.263736264,0.290909091,0.5,0.466666667,1,4,571,6,43,21,2072,3.316599302,18395,2160,42499580,5,1
stood,16413,stood,stUd,4,4,0,1,0,0,4,1,1,-1,1,1,4,569,5,13,3,1315,3.119255889,27174,2276,11116938,4,1
stooge,16414,stooge,stuJ,4,3,1,0.75,0.25,0,4,0.5,0.333333333,-1,0.5,1,4,589,7,18,2,56,1.755874856,60,7,111159,5,1
stool,16415,stool,stul,12,10,2,0.833333333,0.166666667,3,9,0.287878788,0.377777778,0.333333333,0.5,1,4,544,6,51,8,179,2.255272505,1604,89,3031945,5,1
stop,16417,stop,stap,11,8,3,0.727272727,0.272727273,5,6,0.163636364,0.178571429,0.5,0.266666667,1,4,427,5,40,17,36071,4.557170222,48253,13759,77765310,5,1
storage,16419,storage,storIJ,1,1,0,1,0,1,0,-1,-1,-1,-1,2,6,642,8,2,0,452,2.656098202,7433,410,81326166,6,2
store,16420,store,stor,18,12,6,0.666666667,0.333333333,6,12,0.215686275,0.287878788,0.733333333,0.333333333,1,4,473,6,55,26,4178,3.621072371,25616,4153,291316410,5,1
storm,16424,storm,storm,4,3,1,0.75,0.25,1,3,0.5,0.333333333,-1,1,1,5,505,6,28,10,1574,3.197280558,13015,4403,22249642,6,1
story,16425,story,stori,5,2,3,0.4,0.6,1,4,0.3,1,-1,0.5,2,5,537,6,36,12,11260,4.051576958,81409,29771,138440672,6,1
stout,16427,stout,stWt,6,5,1,0.833333333,0.166666667,4,2,0.266666667,0.4,0.5,1,1,4,424,6,12,12,53,1.73239376,1100,69,1939719,5,1
stove,16428,stove,stov,8,6,2,0.75,0.25,0,8,0.535714286,0.666666667,-1,0.535714286,1,4,602,6,20,12,387,2.588831726,3105,170,3914849,5,1
straddle,16430,straddle,str@dL,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,2,7,589,9,5,3,26,1.431363764,244,29,289396,8,1
straggle,16432,straggle,str@gL,3,2,1,0.666666667,0.333333333,0,3,0,0,-1,0,2,7,601,9,6,5,1,0.301029996,79,0,18088,8,1
straight,16433,straight,stret,8,4,4,0.5,0.5,1,7,0.142857143,0.333333333,-1,0.19047619,1,5,467,9,22,2,6244,3.795532443,22886,4628,32554215,6,1
straighten,16434,straighten,stretN,1,0,1,0,1,0,1,-1,-1,-1,-1,2,7,482,11,5,2,571,2.757396029,1051,197,717631,8,2
strain,16437,strain,stren,9,4,5,0.444444444,0.555555556,3,6,0.083333333,0.166666667,0,0.2,1,5,585,7,23,7,361,2.558708571,4475,515,9151339,6,1
strand,16438,strand,str@nd,1,0,1,0,1,1,0,-1,-1,-1,-1,1,6,701,7,3,7,94,1.977723605,1580,58,6383727,7,1
strange,16439,strange,strenJ,3,0,3,0,1,1,2,0,-1,-1,0,1,6,557,8,5,6,4408,3.644340099,13212,2452,18324574,7,1
strap,16444,strap,str@p,6,4,2,0.666666667,0.333333333,3,3,0.2,0.5,0,1,1,5,552,6,21,8,263,2.421603927,1493,117,11414669,6,1
straw,16455,straw,strc,3,2,1,0.666666667,0.333333333,0,3,0.333333333,1,-1,0.333333333,1,4,557,6,15,8,318,2.503790683,3224,566,3958211,5,1
stray,16456,stray,stre,10,4,6,0.4,0.6,4,6,0.111111111,0.166666667,0.166666667,0.266666667,1,4,523,6,20,10,272,2.436162647,1494,138,1807545,5,1
streak,16457,streak,strik,6,6,0,1,0,0,6,0.4,0.4,-1,0.4,1,5,548,7,24,4,295,2.471291711,2910,219,3268695,6,1
stream,16458,stream,strim,6,5,1,0.833333333,0.166666667,1,5,0.2,0.3,-1,0.3,1,5,624,7,22,5,410,2.613841822,7055,462,38598566,6,1
street,16460,street,strit,6,5,1,0.833333333,0.166666667,1,5,0.266666667,0.4,-1,0.4,1,5,412,7,23,6,7557,3.878406888,56313,12122,149137640,6,1
stress,16465,stress,strEs,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,1,5,484,7,19,3,796,2.901458321,17435,2259,25900161,6,1
stretch,16466,stretch,strEC,1,1,0,1,0,0,1,-1,-1,-1,-1,1,5,525,8,10,1,748,2.874481818,7455,896,11464708,6,1
strew,16467,strew,stru,6,3,3,0.5,0.5,2,4,0.066666667,0.333333333,0,0.166666667,1,4,520,6,22,10,2,0.477121255,17,1,37469,5,1
strewn,16468,strewn,strun,2,1,1,0.5,0.5,0,2,0,-1,-1,0,1,5,559,6,13,2,19,1.301029996,1145,70,458488,5,1
stride,16475,stride,strYd,7,5,2,0.714285714,0.285714286,2,5,0.285714286,0.6,0,0.6,1,5,517,7,20,10,107,2.033423755,1629,122,1546387,6,1
strident,16476,strident,strYdNt,1,0,1,0,1,1,0,-1,-1,-1,-1,2,8,554,9,1,1,2,0.477121255,411,64,190059,9,1
strife,16478,strife,strYf,5,5,0,1,0,0,5,0.6,0.6,-1,0.6,1,5,592,7,13,8,85,1.934498451,849,109,1156084,6,1
strike,16479,strike,strYk,7,7,0,1,0,0,7,0.428571429,0.428571429,-1,0.428571429,1,5,524,7,30,10,2324,3.366422957,11056,2885,18622172,6,1
string,16480,string,strIG,7,4,3,0.571428571,0.428571429,1,6,0.095238095,0.166666667,-1,0.133333333,1,5,718,7,23,13,646,2.810904281,5584,650,52684205,6,1
strip,16484,strip,strIp,6,5,1,0.833333333,0.166666667,2,4,0.2,0.3,0,0.5,1,5,445,6,22,6,800,2.903632516,6175,1088,18714501,6,1
strive,16487,strive,strYv,5,5,0,1,0,0,5,0.6,0.6,-1,0.6,1,5,632,7,14,10,67,1.832508913,1355,113,4152261,6,1
striving,16489,striving,strYvIG,1,1,0,1,0,0,1,-1,-1,-1,-1,2,7,678,9,3,3,24,1.397940009,1119,91,2302058,8,2
strode,16492,strode,strod,4,4,0,1,0,0,4,0.5,0.5,-1,0.5,1,5,460,7,18,9,34,1.544068044,1093,10,324522,6,1
stroke,16493,stroke,strok,7,6,1,0.857142857,0.142857143,0,7,0.285714286,0.4,-1,0.285714286,1,5,452,7,26,10,667,2.824776462,5765,699,11440396,6,1
stroll,16494,stroll,strol,6,4,2,0.666666667,0.333333333,2,4,0.2,0.5,0,0.5,1,5,576,7,21,8,211,2.326335861,1337,66,1693118,6,1
strong,16495,strong,strcG,3,2,1,0.666666667,0.333333333,0,3,0.333333333,1,-1,0.333333333,1,5,592,7,12,7,4430,3.64650175,43155,9430,60970401,6,1
strove,16503,strove,strov,5,4,1,0.8,0.2,0,5,0.3,0.5,-1,0.3,1,5,572,5,15,10,7,0.903089987,228,2,238819,5,1
struck,16504,struck,str^k,8,6,2,0.75,0.25,2,6,0.214285714,0.4,0,0.4,1,5,462,7,25,8,826,2.91750551,10968,2270,8489716,6,1
structure,16505,structure,str^kCX,1,1,0,1,0,1,0,-1,-1,-1,-1,2,7,564,10,4,3,519,2.716003344,20123,1524,67193223,8,1
struggle,16506,struggle,str^gL,1,1,0,1,0,0,1,-1,-1,-1,-1,2,7,555,9,5,3,682,2.834420704,12308,2289,10637741,8,1
strung,16509,strung,str^G,7,6,1,0.857142857,0.142857143,2,5,0.19047619,0.266666667,0,0.4,1,5,579,6,14,7,114,2.06069784,1035,80,828473,6,1
stub,16512,stub,st^b,11,7,4,0.636363636,0.363636364,3,8,0.236363636,0.476190476,0.666666667,0.392857143,1,4,475,5,30,11,49,1.698970004,324,13,2185336,5,1
stubble,16513,stubble,st^bL,4,2,2,0.5,0.5,1,3,0.166666667,0,-1,0.333333333,2,6,450,8,8,3,18,1.278753601,478,6,297662,7,1
stubby,16515,stubby,st^bi,4,3,1,0.75,0.25,0,4,0.333333333,0.333333333,-1,0.333333333,2,5,565,6,13,4,25,1.414973348,421,6,287176,5,2
stucco,16516,stucco,st^ko,1,0,1,0,1,0,1,-1,-1,-1,-1,2,5,525,7,8,0,19,1.301029996,500,10,618601,6,1
stuck,16517,stuck,st^k,16,11,5,0.6875,0.3125,3,13,0.225,0.454545455,0.333333333,0.333333333,1,4,557,6,45,16,3399,3.531478917,10094,1848,9120841,5,1
stud,16518,stud,st^d,12,11,1,0.916666667,0.083333333,2,10,0.257575758,0.309090909,1,0.355555556,1,4,399,5,43,11,354,2.550228353,715,52,9482020,5,1
studied,16520,studied,st^did,1,0,1,0,1,0,1,-1,-1,-1,-1,2,6,549,7,6,2,577,2.761927838,11061,958,12881982,6,2
study,16523,study,st^di,6,4,2,0.666666667,0.333333333,2,4,0.133333333,0.333333333,1,0.166666667,2,5,549,6,18,5,2501,3.398287305,90030,5262,152983170,6,1
stuff,16524,stuff,st^f,10,8,2,0.8,0.2,2,8,0.244444444,0.392857143,0,0.392857143,1,4,539,6,33,10,15653,4.194625329,27542,11015,81467658,5,1
stumble,16528,stumble,st^mbL,2,0,2,0,1,1,1,0,-1,-1,-1,2,7,482,8,4,4,100,2.004321374,962,140,1117097,8,1
stump,16529,stump,st^mp,2,2,0,1,0,2,0,0,0,0,-1,1,5,485,6,14,13,125,2.100370545,1280,226,1357079,6,1
stung,16531,stung,st^G,12,8,4,0.666666667,0.333333333,5,7,0.227272727,0.392857143,0.4,0.523809524,1,4,562,5,23,12,78,1.897627091,917,87,409531,5,1
stunt,16533,stunt,st^nt,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,1,5,462,6,14,11,469,2.672097858,931,293,1754828,6,1
sturdy,16541,sturdy,stRdi,2,2,0,1,0,2,0,1,1,1,-1,2,5,560,6,6,1,86,1.939519253,1822,60,2621713,6,1
stutter,16543,stutter,st^tX,1,1,0,1,0,1,0,-1,-1,-1,-1,2,5,512,8,17,8,96,1.986771734,294,31,238419,6,1
sub,16552,sub,s^b,17,15,2,0.882352941,0.117647059,11,6,0.338235294,0.40952381,0.563636364,1,1,3,398,4,44,31,390,2.592176757,3923,333,47600191,4,1
submerse,16574,submerse,sxbmRs,1,1,0,1,0,0,1,-1,-1,-1,-1,2,6,698,9,2,2,1,0.301029996,2,0,10197,7,1
subtly,16607,subtly,s^tli,1,0,1,0,1,1,0,-1,-1,-1,-1,3,6,552,6,6,1,22,1.361727836,1006,45,634021,6,1
succumb,16622,succumb,sxk^m,2,1,1,0.5,0.5,2,0,0,-1,0,-1,2,5,457,8,5,1,19,1.301029996,508,66,370914,6,1
such,16623,such,s^C,12,11,1,0.916666667,0.083333333,6,6,0.333333333,0.381818182,0.466666667,1,1,3,460,5,39,17,14852,4.171814181,206546,16825,380733306,4,1
suck,16625,suck,s^k,25,20,5,0.8,0.2,15,10,0.206666667,0.305263158,0.419047619,0.4,1,3,406,5,80,28,1779,3.250420002,1616,213,22523935,4,1
sudden,16631,sudden,s^dN,3,3,0,1,0,2,1,0.333333333,0.333333333,1,-1,2,5,371,7,22,7,1707,3.232487866,10030,2581,6982656,6,1
sue,16633,sue,su,34,26,8,0.764705882,0.235294118,20,14,0.354723708,0.553846154,0.821052632,0.472527473,1,2,449,4,169,50,1498,3.175801633,4685,1247,11090997,3,1
suffer,16636,suffer,s^fX,7,6,1,0.857142857,0.142857143,3,4,0.19047619,0.266666667,0.333333333,0.5,2,4,501,7,44,13,1148,3.060320029,6609,1232,8734050,5,1
suicidal,16650,suicidal,suxsYdL,1,0,1,0,1,0,1,-1,-1,-1,-1,4,8,808,7,0,0,148,2.173186268,1435,267,1344372,7,2
suicide,16651,suicide,suxsYd,1,0,1,0,1,0,1,-1,-1,-1,-1,3,6,689,8,2,1,1747,3.242541428,9286,3201,10997710,7,1
suit,16652,suit,sut,27,24,3,0.888888889,0.111111111,19,8,0.276353276,0.329710145,0.473684211,0.571428571,1,3,479,5,80,13,3499,3.544068044,13928,1871,19821509,4,1
suite,16657,suite,swit,9,7,2,0.777777778,0.222222222,4,5,0.111111111,0.142857143,0.333333333,0.2,1,4,491,6,25,12,849,2.929418926,4001,218,44830655,5,1
sulk,16663,sulk,s^lk,7,5,2,0.714285714,0.285714286,4,3,0.095238095,0.1,0.166666667,0.333333333,1,4,575,5,18,17,38,1.591064607,81,4,95404,5,1
sullen,16664,sullen,s^lxn,2,2,0,1,0,2,0,0,0,0,-1,2,5,457,7,26,8,29,1.477121255,559,21,256348,6,1
sully,16665,sully,s^li,8,7,1,0.875,0.125,7,1,0.25,0.333333333,0.333333333,-1,2,4,419,6,52,13,192,2.285557309,365,62,458846,5,1
sulphur,16667,sulphur,s^lfX,2,1,1,0.5,0.5,0,2,0,-1,-1,0,2,5,504,6,5,0,43,1.643452676,245,10,1852248,6,1
summary,16676,summary,s^mXi,1,0,1,0,1,0,1,-1,-1,-1,-1,3,5,490,7,14,1,85,1.934498451,5537,1572,80528425,6,1
summer,16678,summer,s^mX,7,5,2,0.714285714,0.285714286,2,5,0.142857143,0.3,0,0.3,2,4,430,7,39,13,4012,3.60346916,37940,5449,67112108,5,2
summit,16679,summit,s^mxt,1,1,0,1,0,0,1,-1,-1,-1,-1,2,5,463,7,8,3,170,2.23299611,6678,2534,15682693,6,1
