node,ortho,phono,original,replace,delete_insert,pos_l50,pos_m50,Item,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
18829,wassail,wasL,8,8,0,3,5,wassail,2,5,452,5,0,1,2,15,1,62349,4,1
1869,bitten,bItN,10,8,2,7,3,bitten,2,5,539,7,58,11,188,846,134,821475,5,1
17840,tunnel,t^nL,7,6,1,4,3,tunnel,2,5,311,7,19,5,912,4106,545,8698257,6,1
18964,whip,hwIp,10,9,1,2,8,whip,1,3,279,5,87,16,671,2432,569,3424153,4,1
18298,valley,v@li,11,10,1,9,2,valley,2,4,382,7,63,22,1275,16110,1367,61698110,5,1
4063,county,kWnti,3,2,1,1,2,county,2,5,476,7,11,4,1722,36919,5855,227576453,6,1
2144,brash,br@S,11,9,2,5,6,brash,1,4,478,6,35,15,21,452,62,461753,5,1
186,acre,ekX,3,1,2,2,1,acre,2,3,558,5,55,17,93,4231,260,6661571,4,1
16185,spread,sprEd,1,0,1,0,1,spread,1,5,492,7,6,1,1596,17863,2264,24520864,6,1
5332,dude,dud,20,18,2,10,10,dude,1,3,479,5,78,27,5071,1885,368,6425633,4,NA
1746,bent,bEnt,17,16,1,12,5,bent,1,4,342,5,71,44,368,6166,278,5074045,5,1
7364,graph,gr@f,7,5,2,1,6,graph,1,4,431,6,36,3,38,3127,59,15527368,5,1
19287,yucca,y^kx,2,2,0,2,0,yucca,2,4,435,4,5,1,14,461,135,812282,5,1
5498,eighty,eti,4,1,3,1,3,eighty,2,3,389,7,66,11,129,3390,783,2385976,4,1
12898,phoneme,fonim,1,0,1,0,1,phoneme,2,5,485,8,5,2,0,270,4,236822,6,1
15022,rusk,r^sk,8,7,1,6,2,rusk,1,4,379,5,35,16,24,194,47,489388,5,NA
2115,bowman,bomxn,5,3,2,5,0,bowman,2,5,539,7,77,12,182,954,89,2396180,6,2
11890,offing,cfIG,3,2,1,2,1,offing,2,4,497,5,7,2,16,208,30,154728,4,1
17706,trickle,trIkL,7,5,2,5,2,trickle,2,6,449,8,15,6,16,1185,244,716225,7,1
2905,chalice,C@lxs,5,5,0,5,0,chalice,2,5,478,6,19,0,32,178,7,413313,5,1
5508,elate,xlet,11,9,2,5,6,elate,2,4,459,6,16,16,0,7,0,22189,5,1
15375,seize,siz,22,17,5,9,13,seize,1,3,639,6,188,7,246,1716,411,1910081,4,1
4403,daily,deli,9,8,1,7,2,daily,2,4,442,5,86,12,797,24139,2921,105841570,5,1
908,apple,@pL,8,5,3,6,2,apple,2,4,375,6,28,6,1207,10229,1204,50562141,5,1
4215,crook,krUk,8,6,2,3,5,crook,1,4,337,6,26,12,289,711,119,1069614,5,1
18894,well,wEl,31,22,9,20,11,well,1,3,391,5,131,36,152523,350260,173958,362103243,4,1
16989,tar,tar,20,16,4,15,5,tar,1,3,398,4,101,53,160,1560,139,6820909,4,1
7883,hid,hId,25,23,2,15,10,hid,1,3,368,4,63,30,596,1921,255,2213796,4,1
16433,straight,stret,8,4,4,1,7,straight,1,5,467,9,22,2,6244,22886,4628,32554215,6,1
1248,attention,xtEnC|n,2,1,1,2,0,attention,3,7,639,10,3,1,5032,41457,7792,44754701,8,1
7525,gut,g^t,24,20,4,17,7,gut,1,3,384,4,66,28,497,2991,585,2982775,4,1
7602,halt,hclt,8,6,2,5,3,halt,1,4,366,5,38,26,575,2938,431,2950802,5,1
15486,settle,sEtL,10,9,1,6,4,settle,2,5,439,7,28,12,2143,5826,1035,6326394,6,1
15376,seizure,siZX,3,3,0,1,2,seizure,2,4,502,8,25,1,190,929,233,2353392,5,1
19231,yacht,yat,16,16,0,15,1,yacht,1,3,312,6,57,2,419,1251,180,5932756,4,1
4351,cut,k^t,25,23,2,17,8,cut,1,3,315,4,105,27,11718,56677,11630,61343865,4,1
11208,mouse,mWs,14,12,2,11,3,mouse,1,3,629,6,63,23,975,3760,456,33668364,4,1
9990,lira,lIrx,4,1,3,1,3,lira,2,4,441,5,25,22,32,158,20,1663407,5,NA
12088,ounce,Wns,3,0,3,3,0,ounce,1,3,449,6,10,12,206,3693,215,3268355,4,1
9610,lair,lEr,30,25,5,22,8,lair,1,3,427,5,140,25,123,358,9,1211294,4,1
3166,cider,sYdX,8,5,3,5,3,cider,2,4,518,4,69,8,97,1206,64,1743446,5,1
7630,handy,h@ndi,6,5,1,4,2,handy,2,5,476,6,46,26,623,2229,166,7938926,6,2
1121,ask,@sk,8,3,5,5,3,ask,1,3,409,4,34,20,24640,57880,23076,106411449,4,1
18908,wet,wEt,29,22,7,18,11,wet,1,3,268,4,88,32,2000,9732,760,23927395,4,1
1889,blanch,bl@nC,3,3,0,2,1,blanch,1,5,434,7,6,8,13,225,10,201559,6,1
19273,yokel,yokL,4,3,1,2,2,yokel,2,5,459,6,0,6,16,25,2,58740,6,1
15094,saloon,sxlun,2,2,0,1,1,saloon,2,5,492,7,11,6,262,631,36,2961006,6,1
14191,raise,rez,30,22,8,17,13,raise,1,3,443,6,186,17,2815,18470,5590,21100669,4,1
17903,tyke,tYk,25,24,1,16,9,tyke,1,3,337,3,83,12,27,61,13,97529,4,NA
14017,putt,p^t,29,25,4,18,11,putt,1,3,325,5,73,24,58,861,41,919086,4,1
4255,crunch,kr^nC,2,1,1,1,1,crunch,1,5,353,7,6,4,179,1798,331,1794967,6,1
1564,barrel,b@rL,7,7,0,2,5,barrel,2,5,385,7,74,15,542,4743,937,6568339,6,1
15729,sire,sYr,20,17,3,14,6,sire,2,3,539,5,115,37,671,341,6,1607933,4,1
18543,view,vyu,6,5,1,6,0,view,1,3,278,5,42,8,1965,46665,8859,602282940,4,1
19012,whose,huz,16,14,2,11,5,whose,1,3,483,5,129,7,3187,45225,4547,43635895,4,1
15580,ship,SIp,19,19,0,15,4,ship,1,3,397,5,84,24,5043,15354,2201,60651686,4,1
715,anew,xnu,4,2,2,3,1,anew,2,4,413,4,8,8,44,866,90,890428,5,1
2287,buggy,b^gi,5,4,1,3,2,buggy,2,4,328,5,43,10,127,559,54,1955438,5,2
2371,busy,bIzi,2,2,0,1,1,busy,2,4,459,4,38,19,5433,11017,2200,17377502,5,1
18315,vandal,v@ndL,4,4,0,4,0,vandal,2,6,499,7,25,6,15,53,6,362245,7,1
11786,obey,obe,6,5,1,3,3,obey,2,3,431,5,26,13,456,1516,367,2820117,4,1
3138,chronicle,kranIkL,1,0,1,0,1,chronicle,3,8,538,10,6,3,80,5496,182,6939347,9,1
6172,fail,fel,37,33,4,28,9,fail,1,3,440,5,135,33,1254,7954,1458,30146568,4,1
5219,dowdy,dWdi,5,5,0,2,3,dowdy,2,4,388,5,32,12,12,154,13,161797,4,NA
13931,pulley,pUli,6,4,2,4,2,pulley,2,4,346,7,34,10,22,288,18,1139985,5,1
2252,bruise,bruz,10,8,2,3,7,bruise,1,4,447,7,68,6,165,531,74,388443,5,1
2947,chapter,C@ptX,2,1,1,2,0,chapter,2,5,468,8,7,3,604,8897,1082,87884703,6,1
2826,cello,CElo,5,5,0,5,0,cello,2,4,416,6,23,19,95,589,68,2358848,5,1
3264,claw,klc,9,5,4,3,6,claw,1,3,388,5,37,16,223,885,43,1889661,4,1
10558,matter,m@tX,16,13,3,13,3,matter,2,4,391,7,63,31,18900,51357,13525,66637256,5,1
11268,mumps,m^mps,1,1,0,1,0,mumps,1,5,589,5,8,6,60,88,23,520114,5,1
15407,send,sEnd,18,13,5,13,5,send,1,4,526,5,46,27,9169,21808,6821,274117675,5,1
7668,harp,harp,10,8,2,2,8,harp,1,4,301,5,44,30,134,615,83,2550236,5,1
7432,grit,grIt,12,9,3,1,11,grit,1,4,412,5,48,16,48,897,79,1282250,5,1
840,any,Eni,9,4,5,5,4,any,2,3,459,4,105,29,56068,219278,61618,710755610,4,1
428,aground,xgrWnd,2,0,2,2,0,aground,2,6,517,5,1,3,25,229,30,166844,4,1
5288,driving,drYvIG,3,2,1,3,0,driving,2,6,469,8,6,3,3780,17165,3855,40034225,7,2
14604,replete,rIplit,2,1,1,1,1,replete,2,6,475,6,1,1,8,525,26,405157,5,1
7684,hassock,h@sxk,4,4,0,4,0,hassock,2,5,537,6,16,1,1,38,0,14265,5,NA
42,ablaze,xblez,1,0,1,1,0,ablaze,2,5,658,4,7,1,21,313,39,321927,4,1
7055,gem,JEm,9,8,1,6,3,gem,1,3,361,4,61,20,126,823,63,6156692,4,1
14918,rosary,rozXi,3,2,1,2,1,rosary,3,5,485,6,12,1,61,380,24,1140145,6,1
1056,arrange,xrenJ,3,1,2,2,1,arrange,2,4,646,8,11,3,791,3162,243,7727860,5,1
2259,brutal,brutL,3,1,2,1,2,brutal,2,6,343,7,8,0,375,3409,1024,5675803,7,2
11550,nick,nIk,23,20,3,14,9,nick,1,3,367,5,95,29,3062,7092,1199,18714124,4,1
9284,jam,J@m,16,15,1,12,4,jam,1,3,451,4,72,35,690,2827,328,12474057,4,1
6446,fire,fYr,22,18,4,15,7,fire,2,3,482,5,100,34,10990,39024,9686,83858423,4,1
8050,host,host,10,10,0,10,0,host,1,4,465,5,42,31,766,18993,8892,49921391,5,1
9630,lancer,l@nsX,3,1,2,2,1,lancer,2,5,668,7,19,14,22,89,14,1096622,6,2
14116,quit,kwIt,17,12,5,5,12,quit,1,4,313,5,34,16,4595,6975,1627,10325898,5,1
2660,carnal,karnL,5,3,2,2,3,carnal,2,6,347,6,25,6,61,203,7,550376,6,1
9967,link,lIGk,17,10,7,14,3,link,1,4,330,5,58,41,609,9673,1333,240412757,5,1
8257,iffy,Ifi,4,1,3,3,1,iffy,2,3,319,3,26,3,26,172,30,200989,4,1
10964,mister,mIstX,7,4,3,4,3,mister,2,5,402,7,31,20,2326,1869,440,2192815,6,1
10995,model,madL,9,9,0,8,1,model,2,5,307,6,28,19,1635,42175,2736,161212032,6,1
9866,libel,lYbL,3,2,1,3,0,libel,2,5,401,6,31,6,56,431,99,866830,6,1
9535,knife,nYf,8,7,1,4,4,knife,1,3,390,6,36,3,2387,8136,1014,11299263,4,1
1855,bird,bRd,22,18,4,12,10,bird,1,3,307,5,110,17,2318,11125,1383,29443460,4,1
4632,delta,dEltx,1,0,1,0,1,delta,2,5,328,6,7,7,425,4225,494,28053919,6,1
1928,bliss,blIs,4,3,1,0,4,bliss,1,4,484,6,32,9,160,1184,98,3710967,5,1
4094,cowl,kWl,18,15,3,15,3,cowl,1,3,383,5,89,15,5,111,4,368295,4,1
5167,dolt,dolt,10,8,2,7,3,dolt,1,4,334,5,34,20,27,45,7,87178,5,1
15278,scrawl,skrcl,4,3,1,3,1,scrawl,1,5,425,7,9,2,12,137,5,119040,6,1
10127,lost,lcst,9,7,2,6,3,lost,1,4,555,4,21,32,13974,54622,13166,74759559,4,1
7921,hire,hYr,18,16,2,13,5,hire,2,3,441,5,110,35,1302,5588,1410,36746174,4,1
10051,loathe,loD,13,11,2,3,10,loathe,1,3,544,7,40,4,106,275,52,346325,4,1
14356,recite,rIsYt,3,1,2,0,3,recite,2,5,428,7,7,4,153,658,66,673052,6,2
12648,penchant,pEnC|nt,3,1,2,2,1,penchant,2,7,476,5,2,1,27,695,40,431194,4,1
14411,reddish,rEdIS,2,2,0,2,0,reddish,2,5,397,6,12,2,10,807,21,850815,5,2
9539,knob,nab,21,18,3,15,6,knob,1,3,366,5,63,10,125,922,28,3275535,4,1
6422,final,fYnL,6,4,2,3,3,final,2,5,450,6,19,5,2533,31644,6006,97654851,6,1
12254,paddle,p@dL,10,8,2,6,4,paddle,2,5,459,7,31,8,191,1078,51,2316636,6,1
13559,prepare,prIpEr,1,0,1,1,0,prepare,2,6,512,8,3,4,1711,9289,1234,21088422,7,2
12275,pal,p@l,20,19,1,10,10,pal,1,3,469,4,82,47,2937,1803,312,9995683,4,1
8090,huddle,h^dL,7,7,0,5,2,huddle,2,5,382,7,26,8,111,698,44,339922,6,1
16039,space,spes,6,4,2,2,4,space,1,4,537,6,20,15,3369,45608,5263,121524893,5,1
10235,mad,m@d,28,23,5,17,11,mad,1,3,462,4,81,54,5784,7648,1858,16478992,4,1
6899,furry,fRi,16,12,4,7,9,furry,2,3,479,5,70,16,122,536,47,1887605,4,2
16466,stretch,strEC,1,1,0,0,1,stretch,1,5,525,8,10,1,748,7455,896,11464708,6,1
10797,middle,mIdL,12,11,1,7,5,middle,2,5,387,7,45,11,4549,54702,13205,70166019,6,1
14849,ripple,rIpL,7,4,3,4,3,ripple,2,5,312,7,38,14,77,906,122,1198877,6,1
14136,rabbi,r@bY,1,1,0,0,1,rabbi,2,4,469,6,4,5,342,2280,599,3488914,5,1
7890,hiding,hYdIG,3,3,0,3,0,hiding,2,5,488,4,16,9,2207,4950,1223,4565153,6,2
8522,incense,InsEns,1,1,0,1,0,incense,2,6,588,8,3,2,92,609,31,3033124,7,1
4865,dice,dYs,19,16,3,11,8,dice,1,3,460,5,85,28,533,1292,267,6027947,4,1
19198,wrestle,rEsL,8,7,1,5,3,wrestle,2,5,469,8,39,5,176,689,139,718785,6,1
6719,forth,forT,9,8,1,1,8,forth,1,4,441,6,41,18,804,12166,3359,20149609,5,1
10115,loot,lut,26,24,2,18,8,loot,1,3,305,5,106,20,181,382,54,1066250,4,1
851,ape,ep,17,10,7,9,8,ape,1,2,346,4,59,34,493,996,50,2441446,3,1
11064,money,m^ni,10,10,0,6,4,money,2,4,340,6,80,22,32679,104788,36865,190213104,5,1
6523,fled,flEd,10,8,2,5,5,fled,1,4,566,5,33,16,224,3820,675,2246067,5,1
15832,sloth,slcT,3,2,1,1,2,sloth,1,4,529,6,15,8,74,290,52,519816,4,1
808,antic,@ntIk,2,1,1,1,1,antic,2,5,453,6,8,8,4,77,5,148766,6,2
17393,tiny,tYni,7,6,1,5,2,tiny,2,4,358,4,43,13,1643,17174,1788,17301787,5,1
16455,straw,strc,3,2,1,0,3,straw,1,4,557,6,15,8,318,3224,566,3958211,5,1
12361,papa,papx,4,3,1,0,4,papa,2,4,338,5,25,17,2172,2732,120,4175779,5,1
12337,panel,p@nL,7,6,1,2,5,panel,2,5,379,6,30,12,372,12028,3031,53785270,6,1
7613,hamper,h@mpX,3,2,1,2,1,hamper,2,5,360,7,24,17,72,494,50,1203919,6,1
1156,assign,xsYn,5,4,1,3,2,assign,2,4,688,7,10,1,138,1157,98,7009078,5,1
15584,shirk,SRk,16,14,2,14,2,shirk,1,3,500,6,89,12,13,127,21,194196,4,1
1286,aught,ct,23,10,13,15,8,aught,1,2,304,5,71,9,18,50,6,209706,3,1
15404,senate,sEn|t,5,3,2,3,2,senate,2,5,417,7,24,2,331,25661,13336,34303220,6,1
14547,remind,rImYnd,2,2,0,1,1,remind,2,6,629,7,6,3,1883,5309,1365,5560705,7,2
14607,reply,rIplY,1,0,1,0,1,reply,2,5,522,6,6,6,245,3310,222,184779691,6,2
18845,watery,wctXi,1,0,1,0,1,watery,3,5,470,6,6,4,36,835,24,630703,5,2
15744,skate,sket,11,10,1,5,6,skate,1,4,519,6,31,10,301,958,130,4934424,5,1
494,alive,xlYv,4,4,0,0,4,alive,2,4,610,4,14,12,7878,15207,4343,16076446,4,1
15907,snore,snor,9,6,3,6,3,snore,1,4,539,5,22,10,82,207,26,294125,5,1
17404,tissue,tISu,2,1,1,2,0,tissue,2,5,434,7,1,3,547,6051,660,15448920,6,1
2701,case,kes,22,19,3,12,10,case,1,3,362,5,100,44,14403,98299,33259,235573247,4,1
2005,bogus,bog|s,1,1,0,1,0,bogus,2,5,471,6,8,9,138,699,207,1903710,6,1
1676,beef,bif,15,13,2,8,7,beef,1,3,352,5,73,16,1005,5258,656,11444465,4,1
15467,sermon,sRmxn,7,6,1,7,0,sermon,2,5,442,7,60,6,139,1371,140,2693657,6,1
18534,victory,vIktXi,1,0,1,0,1,victory,3,6,495,7,8,2,1094,14089,3225,16330347,7,2
16834,sword,sord,13,11,2,9,4,sword,1,4,559,6,49,7,1335,3323,259,8845283,5,1
6176,faint,fent,7,5,2,5,2,faint,1,4,412,6,26,9,473,3679,131,2567484,5,1
16177,spot,spat,13,10,3,5,8,spot,1,4,542,5,33,14,3140,17227,2137,26758818,5,1
15320,seaman,simxn,4,4,0,4,0,seaman,2,5,505,7,72,10,86,409,66,988079,6,2
2505,camphor,k@mfX,1,1,0,0,1,camphor,2,6,474,5,0,0,6,88,1,210728,5,NA
12268,pain,pen,32,29,3,22,10,pain,1,3,381,5,125,37,4995,24976,4168,42189492,4,1
8481,in,In,26,12,14,17,9,in,1,2,292,3,119,58,498444,4677345,956546,8469414438,3,1
14987,rum,r^m,29,23,6,20,9,rum,1,3,295,4,115,41,382,1229,149,2255735,4,1
3100,choke,Cok,17,16,1,15,2,choke,1,3,410,6,60,11,330,1095,176,1450199,4,1
17689,trial,trYL,10,7,3,0,10,trial,1,4,411,6,24,7,2518,21847,9036,56548156,5,1
4169,creole,kriol,3,2,1,2,1,creole,2,5,491,7,6,2,55,681,56,2277595,6,NA
17340,ticket,tIk|t,4,3,1,4,0,ticket,2,5,444,7,8,8,2324,8125,2215,28768655,6,1
7419,grim,grIm,12,11,1,4,8,grim,1,4,346,5,39,19,244,2637,375,2653525,5,1
14530,relief,rIlif,2,2,0,0,2,relief,2,5,524,7,5,6,744,12453,2936,26483610,5,1
14197,ram,r@m,31,24,7,19,12,ram,1,3,441,4,122,69,328,1808,149,23869519,4,1
6945,gala,gelx,3,2,1,0,3,gala,2,4,385,5,37,31,90,983,69,2685970,5,1
15889,snatch,sn@C,4,4,0,0,4,snatch,1,4,567,7,9,2,199,603,67,2257630,5,1
17714,trifle,trYfL,4,2,2,2,2,trifle,2,6,475,7,6,4,107,299,12,354770,7,1
11868,ode,od,24,12,12,13,11,ode,1,2,334,4,100,34,41,355,33,1648112,3,1
9667,large,larJ,7,6,1,3,4,large,1,4,457,6,22,14,2114,76170,7808,165867706,5,1
3273,cleat,klit,11,10,1,6,5,cleat,1,4,367,6,39,8,22,190,2,371970,5,1
13994,purse,pRs,19,16,3,11,8,purse,1,3,400,6,59,15,1008,3692,422,5489934,4,1
4482,dealing,dilIG,1,1,0,1,0,dealing,2,5,424,8,30,10,1440,12093,4372,17303748,6,2
18744,wage,weJ,17,13,4,8,9,wage,1,3,376,5,53,32,159,4863,897,12243196,4,1
13366,post,post,15,13,2,10,5,post,1,4,490,5,33,35,1654,32375,6271,392967450,5,1
14924,rosin,razN,5,5,0,4,1,rosin,2,5,412,6,18,23,10,77,3,262173,5,1
4270,cub,k^b,18,17,1,12,6,cub,1,3,346,4,58,26,107,719,119,2239911,4,1
9943,limp,lImp,10,6,4,6,4,limp,1,4,337,5,27,18,187,1542,48,2353736,5,1
13658,prison,prIzN,3,1,2,1,2,prison,2,6,444,7,9,6,3368,17698,6084,15837188,7,1
2160,breadth,brEdT,2,0,2,0,2,breadth,1,5,373,6,6,1,22,1146,77,2207395,5,1
15991,song,scG,11,10,1,8,3,song,1,3,507,5,59,35,4778,17778,5535,65843143,4,1
1428,bad,b@d,30,27,3,19,11,bad,1,3,407,4,90,46,27804,54828,17089,95105339,4,1
3088,chive,CYv,8,8,0,6,2,chive,1,3,408,6,16,7,0,94,0,116544,4,1
890,appeal,xpil,6,5,1,2,4,appeal,2,4,459,7,14,5,663,10624,2472,27829781,5,1
16292,start,start,7,4,3,2,5,start,1,5,474,6,32,18,17345,62495,18955,161934195,6,1
9532,knelt,nElt,11,9,2,8,3,knelt,1,4,345,5,38,1,19,1248,29,434747,4,1
668,amuse,xmyuz,3,2,1,3,0,amuse,2,5,668,6,6,5,133,340,23,556542,6,1
254,adjure,xJUr,4,4,0,3,1,adjure,2,5,473,5,0,0,1,4,0,22956,3,1
14078,quash,kwaS,5,4,1,2,3,quash,1,4,579,6,7,4,11,123,10,209847,5,1
4975,disc,dIsk,4,4,0,4,0,disc,1,4,310,5,32,13,131,2447,172,34143312,5,1
7279,golf,g^lf,4,3,1,0,4,golf,1,4,386,5,13,14,1302,11476,1441,88335035,5,1
5190,doom,dum,24,22,2,14,10,doom,1,3,458,5,77,11,286,1191,203,6067656,4,1
13948,punch,p^nC,8,7,1,6,2,punch,1,4,370,6,14,8,1514,3872,631,6873557,5,1
1505,bank,b@Gk,15,11,4,12,3,bank,1,4,366,5,57,37,4334,29833,6432,91561546,5,1
13699,prod,prad,9,7,2,4,5,prod,1,4,443,5,27,17,35,318,47,3500701,5,1
9679,lash,l@S,26,21,5,16,10,lash,1,3,498,5,80,35,85,594,87,810482,4,1
9835,lest,lEst,23,20,3,17,6,lest,1,4,444,5,59,37,100,1157,74,1921747,5,1
14592,repeat,rIpit,3,2,1,1,2,repeat,2,5,413,7,9,5,1684,7027,1122,14026113,6,1
10640,medley,mEdli,2,2,0,0,2,medley,2,5,432,6,20,9,32,536,44,1717954,5,1
14809,ridden,rIdN,10,8,2,5,5,ridden,2,5,479,6,45,9,109,1409,121,1322007,6,1
15277,scratch,skr@C,2,2,0,0,2,scratch,1,5,606,8,7,1,961,2826,410,7458884,6,1
7499,guinea,gIni,6,6,0,5,1,guinea,2,4,579,7,52,3,227,1485,141,20757599,5,1
2275,buddy,b^di,6,5,1,4,2,buddy,2,4,330,6,59,14,5247,3988,858,23617675,5,1
15238,scholar,skalX,2,0,2,2,0,scholar,2,5,519,8,20,3,186,3598,379,6110169,6,1
15821,slit,slIt,18,15,3,7,11,slit,1,4,383,5,35,18,194,842,78,1424732,5,1
16198,spry,sprY,5,2,3,1,4,spry,1,4,566,4,8,5,32,141,9,217147,5,1
14982,ruin,ruIn,1,0,1,0,1,ruin,2,4,519,5,38,15,1455,2437,430,2879219,5,1
9579,lace,les,29,25,4,18,11,lace,1,3,475,5,89,37,189,1851,120,7439814,4,1
16023,sound,sWnd,10,9,1,10,0,sound,1,4,574,6,25,11,7313,37590,5785,100018539,5,1
15797,sleek,slik,12,10,2,6,6,sleek,1,4,499,6,26,8,43,1837,66,2735773,5,1
19239,Yankee,y@Gki,3,2,1,2,1,yankee,2,5,444,7,16,4,459,1670,280,4515905,6,1
7195,glance,gl@ns,3,1,2,1,2,glance,1,5,569,7,10,5,175,4932,165,15569875,6,1
10879,mink,mIGk,13,11,2,11,2,mink,1,4,329,5,58,35,189,435,58,1000653,5,1
4039,cough,kcf,11,7,4,4,7,cough,1,3,389,6,78,14,448,1877,180,3451640,4,1
13070,pivot,pIvxt,4,3,1,4,0,pivot,2,5,235,6,7,3,23,647,98,1736745,6,1
16487,strive,strYv,5,5,0,0,5,strive,1,5,632,7,14,10,67,1355,113,4152261,6,1
632,amid,xmId,2,1,1,1,1,amid,2,4,449,5,6,22,45,4764,553,2995677,5,1
4913,dim,dIm,21,20,1,12,9,dim,1,3,290,4,87,36,243,2714,123,5580441,4,1
2494,came,kem,24,21,3,15,9,came,1,3,282,5,97,33,23650,106661,28026,73291509,4,1
2882,certain,sRtN,4,4,0,3,1,certain,2,5,537,8,29,2,4354,42058,9555,73108213,6,1
10485,marsh,marS,10,8,2,1,9,marsh,1,4,432,6,46,18,179,1939,200,5073104,5,1
5918,eve,iv,15,6,9,7,8,eve,1,2,515,4,53,23,1437,5435,952,13243304,3,1
9896,lie,lY,36,21,15,21,15,lie,1,2,300,4,156,58,6133,12906,2815,13539916,3,1
8091,huff,h^f,18,18,0,9,9,huff,1,3,334,5,56,16,67,586,65,1013391,4,1
15226,scenic,sinIk,3,3,0,3,0,scenic,2,5,598,5,7,0,53,1326,47,6313122,4,2
12524,pasty,p@sti,8,5,3,4,4,pasty,2,5,481,5,11,13,31,187,13,234413,5,1
7631,hang,h@G,23,19,4,9,14,hang,1,3,370,5,79,54,7535,9104,2159,11079733,4,1
5354,dumps,d^mps,3,2,1,1,2,dumps,1,5,379,6,15,11,137,639,87,1200749,6,2
16970,tank,t@Gk,16,11,5,11,5,tank,1,4,327,5,48,29,1306,7358,1306,22073920,5,1
16533,stunt,st^nt,2,1,1,1,1,stunt,1,5,462,6,14,11,469,931,293,1754828,6,1
14796,rib,rIb,19,18,1,8,11,rib,1,3,343,4,70,28,301,1322,121,2745230,4,1
6633,food,fud,11,10,1,10,1,food,1,3,579,5,50,17,7876,64656,10124,180152837,4,1
15808,slicker,slIkX,7,5,2,3,4,slicker,2,5,526,8,25,13,42,206,22,212619,6,2
6161,factor,f@ktX,2,0,2,1,1,factor,2,5,512,7,19,4,370,18689,2870,38741396,6,1
7661,harm,harm,9,8,1,3,6,harm,1,4,440,5,40,30,1621,7124,1524,10026586,5,1
11278,murmur,mRmX,4,4,0,1,3,murmur,2,4,609,7,19,1,48,706,19,472146,5,1
4395,dad,d@d,21,18,3,16,5,dad,1,3,338,4,73,49,25870,21958,5221,15150692,4,1
17057,teethe,tiD,11,10,1,4,7,teethe,1,3,550,7,44,4,1,3,0,10130,4,1
19203,wrist,rIst,16,11,5,11,5,wrist,1,4,391,6,63,14,527,3655,250,6143580,5,1
10412,mansion,m@nC|n,1,1,0,1,0,mansion,2,6,537,8,8,5,329,2842,464,4019687,5,1
19175,worry,wRi,12,10,2,4,8,worry,2,3,479,6,65,10,14638,16900,4473,13244897,4,1
18589,viral,vYrL,4,3,1,1,3,viral,2,5,452,5,12,6,45,1228,188,5973237,6,1
2484,calves,k@vz,4,3,1,2,2,calves,1,4,544,6,16,12,82,1032,40,1208012,4,1
5327,duck,d^k,25,22,3,13,12,duck,1,3,445,5,98,29,1263,3639,615,8287612,4,1
14122,quiz,kwIz,7,7,0,1,6,quiz,1,4,423,5,21,8,252,1180,270,11868500,5,1
7685,haste,hest,10,9,1,8,2,haste,1,4,465,6,36,20,106,556,36,1059853,5,1
9753,learning,lRnIG,1,1,0,1,0,learning,2,5,379,6,18,3,1036,42808,2585,117676773,5,2
15616,shrapnel,Sr@pnL,1,1,0,1,0,shrapnel,2,7,582,5,1,0,113,440,105,335328,4,1
16479,strike,strYk,7,7,0,0,7,strike,1,5,524,7,30,10,2324,11056,2885,18622172,6,1
2611,captor,k@ptX,4,4,0,3,1,captor,2,5,491,7,20,4,15,173,42,313307,6,1
9820,lentil,lEntL,6,5,1,5,1,lentil,2,6,529,7,10,1,11,191,0,358846,7,1
17680,trench,trEnC,4,3,1,3,1,trench,1,5,405,7,11,6,157,1234,133,1709629,6,1
11452,neck,nEk,13,13,0,10,3,neck,1,3,432,5,86,23,3035,15430,1361,17356090,4,1
10155,lucent,lusNt,1,0,1,0,1,lucent,2,6,534,7,0,1,5,187,45,1766342,6,NA
10670,memo,mEmo,2,2,0,0,2,memo,2,4,449,5,18,13,337,2328,867,6710945,5,1
10181,lump,l^mp,13,10,3,13,0,lump,1,4,399,5,29,23,181,1767,201,2953000,5,1
11874,of,xv,4,1,3,1,3,of,1,2,370,3,32,32,590439,6670388,1244477,13151942776,3,1
17509,torque,tork,11,8,3,4,7,torque,1,4,357,4,52,0,37,1024,18,4264924,5,1
19046,willing,wIlIG,5,5,0,5,0,willing,2,5,439,8,46,18,2512,19250,5986,18418901,6,1
7461,group,grup,11,10,1,3,8,group,1,4,450,6,43,7,3762,100117,13769,321865437,5,1
9571,labor,lebX,7,6,1,5,2,labor,2,4,384,6,49,16,621,21153,3551,37867464,5,1
12232,oyster,OstX,5,4,1,5,0,oyster,2,4,471,7,16,7,156,1183,103,2621847,5,1
16425,story,stori,5,2,3,1,4,story,2,5,537,6,36,12,11260,81409,29771,138440672,6,1
8906,insist,InsIst,1,1,0,0,1,insist,2,6,672,7,2,1,910,4087,885,2936535,7,1
2966,charm,Carm,7,5,2,3,4,charm,1,4,435,6,15,11,794,2861,363,10557764,5,1
9933,limbo,lImbo,1,1,0,0,1,limbo,2,5,429,5,8,5,121,599,122,852614,5,1
1473,ballot,b@l|t,6,5,1,5,1,ballot,2,5,555,7,25,9,69,3649,1444,6136404,6,1
