lower,ortho,phono,original,replace,delete_insert,pos_l50,pos_m50,Item,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP
text,text,tEkst,2,1,1,1,1,text,1,5,446,5,15,10,267,16376,945,208792303,6
shield,shield,Sild,4,4,0,4,0,shield,1,4,542,7,45,6,418,3277,561,9374878,5
evolution,evolution,EvxluS|n,2,0,2,2,0,evolution,4,8,808,10,4,2,272,7447,539,25682930,9
pheasant,pheasant,fEzNt,1,1,0,1,0,pheasant,2,6,524,9,4,3,41,294,11,884202,7
moon,moon,mun,21,19,2,16,5,moon,1,3,343,5,83,36,2548,13778,1130,28383832,4
stroll,stroll,strol,6,4,2,2,4,stroll,1,5,576,7,21,8,211,1337,66,1693118,6
light,light,lYt,35,26,9,22,13,light,1,3,362,6,96,20,8425,63737,5356,126705720,4
five,five,fYv,12,11,1,6,6,five,1,3,495,5,38,18,14558,97854,20728,104171991,4
poker,poker,pokX,8,6,2,4,4,poker,2,4,398,6,39,15,819,1501,266,129058482,5
lied,lied,lit,40,29,11,23,17,lied,1,3,509,5,88,26,2234,2722,1078,2215843,4
frond,frond,frand,2,1,1,2,0,frond,1,5,415,6,8,5,2,72,1,88985,6
steep,steep,stip,10,8,2,3,7,steep,1,4,373,6,41,15,125,4143,238,3399504,5
novice,novice,navxs,2,2,0,2,0,novice,2,5,476,7,5,5,41,1203,49,3498131,6
rhesus,rhesus,ris|s,2,2,0,1,1,rhesus,2,5,473,4,7,0,9,100,7,345267,6
path,path,p@T,14,14,0,5,9,path,1,3,462,5,39,31,1252,15170,1953,45912706,4
birch,birch,bRC,15,14,1,8,7,birch,1,3,379,6,83,7,79,1162,55,2936180,4
cautious,cautious,kcS|s,2,2,0,1,1,cautious,2,5,659,9,4,2,171,2839,689,1901221,6
hut,hut,h^t,27,26,1,17,10,hut,1,3,301,4,96,41,674,2019,105,3476174,4
hinge,hinge,hInJ,4,4,0,3,1,hinge,1,4,547,6,19,17,29,664,59,1759781,5
roam,roam,rom,28,24,4,16,12,roam,1,3,364,5,117,19,173,823,107,1054358,4
seek,seek,sik,31,25,6,19,12,seek,1,3,515,5,140,26,934,12361,1441,24141213,4
bounce,bounce,bWns,4,3,1,3,1,bounce,1,4,418,7,14,10,502,1905,460,4384896,5
ruler,ruler,rulX,3,2,1,1,2,ruler,2,4,499,6,45,12,162,1341,140,2615823,5
oft,oft,cft,7,3,4,3,4,oft,1,3,362,4,19,19,21,663,24,1310380,4
erode,erode,Irod,2,0,2,2,0,erode,2,4,475,6,18,6,6,596,87,774411,5
chose,chose,Coz,12,11,1,9,3,chose,1,3,492,6,84,16,952,9686,1744,9409845,4
buck,buck,b^k,29,26,3,16,13,buck,1,3,346,5,115,33,1721,4894,585,6670099,4
rat,rat,r@t,37,31,6,23,14,rat,1,3,368,4,113,60,1663,2717,412,10634958,4
needy,needy,nidi,4,3,1,1,3,needy,2,4,449,5,44,11,155,1078,121,1636137,5
brat,brat,br@t,11,8,3,2,9,brat,1,4,259,5,47,26,317,375,50,889407,5
inhibit,inhibit,InhIbxt,1,1,0,1,0,inhibit,3,7,543,8,3,2,17,786,51,1931066,8
neural,neural,nUrL,1,1,0,1,0,neural,2,5,372,6,5,1,100,963,38,5293535,6
cozy,cozy,kozi,5,5,0,4,1,cozy,2,4,400,5,47,11,288,1798,195,2331741,5
poop,poop,pup,14,14,0,13,1,poop,1,3,280,5,63,20,285,310,52,1589608,4
convention,convention,kxnvEnC|n,1,1,0,1,0,convention,3,9,539,11,4,3,629,10166,3552,27974338,10
retail,retail,ritel,3,3,0,2,1,retail,2,5,521,7,10,5,118,5959,873,58188936,6
stone,stone,ston,14,11,3,4,10,stone,1,4,571,6,43,21,2072,18395,2160,42499580,5
soothe,soothe,suD,9,7,2,3,6,soothe,1,3,499,7,31,3,66,609,49,675582,4
leash,leash,liS,16,15,1,2,14,leash,1,3,350,6,79,10,219,742,95,1310125,4
parish,parish,p@rIS,3,3,0,2,1,parish,2,5,462,7,16,14,154,3567,493,10808822,6
array,array,xre,12,9,3,10,2,array,2,2,423,6,129,2,108,4855,280,25151784,3
veneration,veneration,vEnXeS|n,1,1,0,1,0,veneration,4,8,739,9,1,1,2,200,5,182663,6
drone,drone,dron,12,11,1,5,7,drone,1,4,413,6,35,17,144,930,178,725818,5
hound,hound,hWnd,9,9,0,9,0,hound,1,4,527,6,22,10,257,591,58,2228633,5
merry,merry,mEri,11,9,2,9,2,merry,2,4,463,6,131,14,1994,1634,453,6373348,5
facing,facing,fesIG,1,1,0,1,0,facing,2,5,533,7,15,7,548,12739,3061,13385115,6
fiesta,fiesta,fiEstx,1,1,0,1,0,fiesta,3,6,628,6,2,3,64,718,45,4095121,4
heard,heard,hRd,20,18,2,12,8,heard,1,3,425,5,77,17,19775,56385,19688,45439231,4
mound,mound,mWnd,11,11,0,10,1,mound,1,4,649,6,26,13,77,1929,81,2259654,5
sedition,sedition,sIdIS|n,2,1,1,2,0,sedition,3,7,514,8,2,3,23,136,24,374392,7
villain,villain,vIl|n,2,2,0,1,1,villain,2,5,475,8,32,3,212,933,251,1302147,6
rose,rose,roz,26,22,4,13,13,rose,1,3,438,5,188,56,2704,21689,3252,38921703,4
infighting,infighting,InfYtIG,1,1,0,1,0,infighting,3,7,492,5,3,0,12,249,54,169089,4
spend,spend,spEnd,5,3,2,3,2,spend,1,5,668,6,18,9,4757,24466,6789,26713780,6
cryptic,cryptic,krIptIk,2,1,1,1,1,cryptic,2,7,479,6,3,0,53,489,34,795088,6
bull,bull,bUl,13,12,1,10,3,bull,1,3,269,5,60,29,1403,4710,696,10234576,4
pram,pram,pram,5,4,1,1,4,pram,1,4,451,5,33,26,11,44,0,580828,5
swan,swan,swan,11,10,1,1,10,swan,1,4,528,5,41,24,348,1129,128,4767599,5
gall,gall,gcl,24,23,1,18,6,gall,1,3,389,5,104,40,101,606,69,1441994,4
dedication,dedication,dEdIkeS|n,1,1,0,1,0,dedication,4,9,681,9,2,1,173,1697,197,4357261,7
abbot,abbot,@bxt,3,2,1,1,2,abbot,2,4,532,6,13,1,43,320,21,992552,5
citadel,citadel,sIt|dL,1,1,0,1,0,citadel,3,7,718,8,1,0,23,606,62,1552954,8
volley,volley,vali,7,7,0,7,0,volley,2,4,469,7,72,19,24,336,31,550438,5
ceramic,ceramic,sX@mIk,1,1,0,0,1,ceramic,3,6,557,8,2,2,62,1668,35,9532177,7
trend,trend,trEnd,5,2,3,3,2,trend,1,5,482,6,11,8,106,8761,1285,15747246,6
scavenge,scavenge,sk@vxnJ,1,0,1,0,1,scavenge,2,7,678,9,1,1,10,80,2,100042,8
tabby,tabby,t@bi,10,8,2,5,5,tabby,2,4,378,5,42,6,37,200,11,504455,4
jew,Jew,Ju,26,22,4,18,8,jew,1,2,509,4,149,26,549,2212,294,2805498,3
optical,optical,aptIkL,3,2,1,1,2,optical,3,7,634,8,3,2,56,2718,72,26672631,8
nominee,nominee,namxni,3,3,0,2,1,nominee,3,6,461,8,3,2,40,3871,2564,3218094,7
FALSE,FALSE,fcls,4,3,1,2,2,FALSE,1,4,487,6,21,4,1078,8572,1892,33477065,5
overshoot,overshoot,ovXSut,1,0,1,0,1,overshoot,3,6,549,10,2,2,7,53,11,190146,7
showman,showman,Somxn,4,3,1,4,0,showman,2,5,659,8,48,1,17,194,37,158605,6
psychologist,psychologist,sYkalxJ|st,1,1,0,1,0,psychologist,4,10,948,13,1,1,183,4086,835,2678215,11
designation,designation,dEzIgneS|n,1,1,0,1,0,designation,4,10,646,12,2,3,11,1112,54,6157234,8
taint,taint,tent,8,7,1,7,1,taint,1,4,391,6,20,10,40,304,59,381803,5
molten,molten,moltN,1,0,1,0,1,molten,2,6,498,6,24,9,59,628,43,915434,5
bra,bra,bra,3,3,0,0,3,bra,1,3,351,4,50,33,557,1276,195,8318955,4
crumb,crumb,kr^m,11,9,2,5,6,crumb,1,4,390,6,56,6,92,526,79,675360,5
dingle,dingle,dIGgL,7,6,1,7,0,dingle,2,6,347,7,23,16,12,71,15,357021,7
deed,deed,did,18,17,1,13,5,deed,1,3,421,5,101,27,475,1041,96,4207607,4
fate,fate,fet,29,24,5,18,11,fate,1,3,388,5,86,35,1375,6063,965,7165648,4
flange,flange,fl@nJ,1,1,0,0,1,flange,1,5,537,7,4,2,12,167,1,1552260,6
require,require,rIkwYr,1,1,0,0,1,require,3,6,614,8,1,5,542,17978,1779,53495303,6
praise,praise,prez,11,7,4,7,4,praise,1,4,509,7,53,7,482,4168,587,8892678,5
outing,outing,WtIG,1,1,0,1,0,outing,2,4,352,7,14,10,51,891,92,1684723,5
wrestling,wrestling,rEslIG,1,1,0,1,0,wrestling,2,6,576,10,9,3,446,2120,406,10996646,5
null,null,n^l,17,16,1,12,5,null,1,3,369,5,80,17,27,641,84,30740645,4
abreast,abreast,xbrEst,2,0,2,2,0,abreast,2,6,828,5,6,1,26,344,26,758922,4
fun,fun,f^n,25,22,3,19,6,fun,1,3,388,4,91,25,12010,24061,7103,108402779,4
droop,droop,drup,9,7,2,4,5,droop,1,4,324,6,30,6,17,142,2,160489,5
talc,talc,t@lk,5,4,1,0,5,talc,1,4,365,5,15,6,12,57,2,342091,5
marquee,marquee,marki,4,2,2,0,4,marquee,2,5,551,8,55,4,27,548,88,1137374,6
onyx,onyx,anIks,1,0,1,1,0,onyx,2,5,569,3,14,3,17,220,8,2323594,4
deficit,deficit,dEfxs|t,1,1,0,0,1,deficit,3,7,678,8,2,1,55,9589,4966,6564569,8
toe,toe,to,31,19,12,16,15,toe,1,2,338,4,151,56,647,3359,330,14254439,3
midday,midday,mIde,4,3,1,0,4,midday,2,5,466,6,1,1,42,970,84,1059877,4
uppermost,uppermost,^pXmost,2,1,1,2,0,uppermost,3,7,651,7,1,0,5,200,26,304426,5
flog,flog,flag,4,4,0,1,3,flog,1,4,597,5,25,18,15,56,5,227677,5
yell,yell,yEl,19,16,3,14,5,yell,1,3,329,5,77,20,939,1555,269,1654034,4
fog,fog,fcg,10,9,1,7,3,fog,1,3,518,4,51,30,482,3065,233,6897025,4
interment,interment,IntRmxnt,1,0,1,0,1,interment,3,8,590,8,1,4,6,48,9,656046,8
smear,smear,smIr,8,6,2,7,1,smear,1,4,480,6,32,9,111,881,232,1289528,5
quake,quake,kwek,9,6,3,3,6,quake,1,4,422,6,25,7,82,1466,323,4544751,5
cuff,cuff,k^f,16,16,0,10,6,cuff,1,3,389,5,64,14,291,1339,99,2625819,4
fear,fear,fIr,31,27,4,23,8,fear,1,3,429,5,104,28,3523,27002,5643,28053342,4
rear,rear,rIr,32,29,3,21,11,rear,1,3,489,5,101,35,634,7406,459,22323354,4
dune,dune,dun,27,26,1,18,9,dune,1,3,408,5,113,29,51,476,20,1927380,4
has,has,h@z,20,18,2,8,12,has,1,3,473,4,90,58,57830,657027,172721,1046332086,4
mileage,mileage,mYlIJ,1,1,0,1,0,mileage,2,5,678,5,5,1,101,1145,161,6029552,5
regimen,regimen,rEJ|mxn,1,0,1,0,1,regimen,3,7,504,8,2,6,40,1213,77,1615927,8
lousy,lousy,lWzi,2,1,1,2,0,lousy,2,4,448,5,17,4,1210,1342,277,1095083,5
blight,blight,blYt,12,10,2,7,5,blight,1,4,332,7,28,8,29,550,27,906914,5
garage,garage,gXaZ,1,1,0,1,0,garage,2,4,566,7,2,6,1388,5331,746,16907329,5
court,court,kort,17,14,3,8,9,court,1,4,400,6,81,6,5137,66292,24723,127722336,5
gravel,gravel,gr@vL,6,4,2,4,2,gravel,2,6,579,7,14,16,73,2430,92,3294483,7
beat,beat,bit,33,26,7,22,11,beat,1,3,385,5,122,37,6716,21369,3686,27621105,4
narrow,narrow,n@ro,6,5,1,6,0,narrow,2,4,394,7,52,15,358,10916,909,18585597,5
ledger,ledger,lEJX,6,5,1,1,5,ledger,2,4,589,7,35,10,62,737,131,2840827,5
mix,mix,mIks,7,5,2,5,2,mix,1,4,446,4,74,26,834,12485,1451,32437743,5
enough,enough,In^f,1,1,0,1,0,enough,2,4,496,7,6,1,25568,94927,19713,83595746,5
build,build,bIld,11,9,2,3,8,build,1,4,399,6,45,5,2452,24757,4959,77204399,5
illegitimate,illegitimate,IlIJItxmxt,1,0,1,1,0,illegitimate,5,10,620,11,0,0,68,667,156,628435,9
capillary,capillary,k@pxlEri,1,1,0,1,0,capillary,4,8,704,9,1,0,12,240,5,1154362,9
memorial,memorial,mxmoriL,2,1,1,2,0,memorial,4,8,573,9,2,1,360,7007,1665,20161664,9
grail,grail,grel,16,13,3,5,11,grail,1,4,499,5,51,9,137,538,89,1122474,5
agitation,agitation,@J|teS|n,2,2,0,2,0,agitation,4,8,752,8,2,0,25,518,27,890368,6
coarse,coarse,kors,16,12,4,5,11,coarse,1,4,414,7,85,5,69,1431,39,2768915,5
grass,grass,gr@s,13,10,3,5,8,grass,1,4,497,6,48,21,856,10708,652,12868953,5
whirl,whirl,hwRl,8,5,3,4,4,whirl,1,4,414,6,15,5,89,599,42,623768,5
blatant,blatant,bletNt,1,0,1,1,0,blatant,2,7,570,8,1,0,58,757,142,1013927,8
agile,agile,@JL,2,2,0,2,0,agile,2,4,488,5,10,3,20,479,36,1808955,5
altar,altar,cltX,5,1,4,4,1,altar,2,4,469,6,21,13,259,2233,171,2628192,5
barrow,barrow,b@ro,10,9,1,7,3,barrow,2,4,337,7,77,24,61,471,11,2049454,5
should,should,SUd,10,10,0,8,2,should,1,3,411,7,30,1,54159,198201,53707,402032013,4
glee,glee,gli,15,7,8,10,5,glee,1,3,354,5,87,12,58,765,135,524041,4
thrift,thrift,TrIft,3,2,1,3,0,thrift,1,5,432,7,10,4,22,1006,143,1384574,6
concession,concession,kxnsES|n,1,0,1,0,1,concession,3,8,589,11,3,3,69,1108,215,2202890,9
gambit,gambit,g@mbxt,1,0,1,0,1,gambit,2,6,427,7,1,2,19,264,42,680847,5
rain,rain,ren,38,28,10,24,14,rain,1,3,414,5,199,47,2494,15084,2069,26429782,4
shock,shock,Sak,21,20,1,17,4,shock,1,3,427,6,130,16,1468,9056,1919,14853008,4
human,human,hyumxn,2,2,0,0,2,human,2,6,559,6,15,22,6363,70897,9504,160580309,7
urban,urban,Rb|n,5,3,2,4,1,urban,2,4,459,6,32,11,237,16732,1214,38091310,5
gentle,gentle,JEntL,7,5,2,4,3,gentle,2,6,499,7,14,6,844,4558,374,6917025,7
clap,clap,kl@p,16,11,5,4,12,clap,1,4,223,5,38,17,241,574,79,1497714,5
lion,lion,lY|n,5,2,3,4,1,lion,2,4,354,5,53,24,783,3327,441,11536320,5
poet,poet,poxt,4,4,0,0,4,poet,2,4,314,5,15,19,470,4710,465,6468704,5
album,album,@lbxm,1,0,1,1,0,album,2,5,432,6,7,5,522,7854,1951,77922007,6
caramel,caramel,k@rxmL,2,2,0,1,1,caramel,3,7,579,8,1,3,63,839,64,1339260,8
direct,direct,dXEkt,1,1,0,1,0,direct,2,5,425,7,7,9,1226,20386,2742,102239882,6
going,going,goIG,1,1,0,1,0,going,2,4,356,6,22,11,108288,308524,189123,155293861,5
oversize,oversize,ovXsYz,2,2,0,0,2,oversize,3,6,702,9,4,2,0,642,5,1118405,7
instead,instead,InstEd,1,1,0,0,1,instead,2,6,583,5,3,2,4043,49464,6622,56500892,5
lamb,lamb,l@m,27,23,4,16,11,lamb,1,3,437,5,100,17,542,3186,321,6532527,4
beaver,beaver,bivX,3,3,0,1,2,beaver,2,4,519,7,41,18,246,1197,74,8683140,5
thieves,thieves,Tivz,5,3,2,4,1,thieves,1,4,475,8,23,3,464,1435,307,2201031,4
assort,assort,xsort,2,1,1,2,0,assort,2,5,455,7,3,1,0,3,1,50353,6
squeeze,squeeze,skwiz,2,2,0,0,2,squeeze,1,5,648,8,6,2,769,3521,467,3017492,6
create,create,kriet,3,0,3,0,3,create,2,5,619,7,8,8,1289,32554,5415,137075022,6
carbine,carbine,karbYn,1,1,0,0,1,carbine,2,6,537,7,7,6,15,92,8,446513,6
left,left,lEft,11,8,3,7,4,left,1,4,380,5,24,14,24707,112127,19989,171759371,5
glass,glass,gl@s,7,4,3,4,3,glass,1,4,511,6,30,12,3096,24721,1598,63565118,5
pantry,pantry,p@ntri,3,2,1,2,1,pantry,2,6,486,5,5,7,89,853,64,1268228,5
spark,spark,spark,5,2,3,2,3,spark,1,5,651,6,20,14,320,2163,277,4847230,6
mount,mount,mWnt,7,5,2,5,2,mount,1,4,567,6,14,8,597,7754,759,36648936,5
decay,decay,dxke,1,1,0,0,1,decay,2,4,479,6,19,7,105,1582,103,4956909,5
shame,shame,Sem,17,16,1,11,6,shame,1,3,517,6,58,16,2120,5146,972,6785654,4
smack,smack,sm@k,9,7,2,5,4,smack,1,4,515,6,26,12,485,1065,182,1453682,5
pity,pity,pIti,12,10,2,9,3,pity,2,4,335,5,51,12,1199,2361,189,2642047,5
dreamed,dreamed,drimd,2,1,1,0,2,dreamed,1,5,446,7,8,4,784,2823,398,1698333,5
cavern,cavern,k@vXn,1,1,0,1,0,cavern,2,5,539,7,5,6,56,459,10,1364330,6
myriad,myriad,mIri|d,1,1,0,1,0,myriad,3,6,401,6,3,1,28,1680,76,1848958,6
oncoming,oncoming,cnk^mIG,1,1,0,1,0,oncoming,3,7,488,5,1,1,22,471,51,327800,3
loin,loin,lOn,11,11,0,9,2,loin,1,3,388,5,57,20,18,332,17,543246,4
tong,tong,tcG,12,11,1,7,5,tong,1,3,457,5,49,37,116,254,48,1310252,4
topping,topping,tapIG,1,1,0,0,1,topping,2,5,379,8,21,14,45,1365,126,1431763,6
laurel,laurel,lcrL,5,4,1,4,1,laurel,2,5,410,7,46,4,188,1708,58,4366332,6
malign,malign,mxlYn,1,0,1,1,0,malign,2,5,599,7,12,3,10,120,8,179108,6
transport,transport,tr@nsport,1,0,1,0,1,transport,2,9,495,10,3,2,571,4131,409,47047997,10
cover,cover,k^vX,4,4,0,1,3,cover,2,4,409,6,27,31,4808,29453,5492,94503381,5
scud,scud,sk^d,6,5,1,3,3,scud,1,4,452,5,18,6,31,767,448,248971,5
piled,piled,pYld,5,3,2,3,2,piled,1,4,377,5,25,12,76,1955,146,818173,4
clerk,clerk,klRk,8,7,1,2,6,clerk,1,4,395,6,25,5,658,2869,444,11924752,5
hemp,hemp,hEmp,4,2,2,1,3,hemp,1,4,419,5,22,15,17,520,50,2200098,5
flicker,flicker,flIkX,5,3,2,2,3,flicker,2,5,472,8,18,8,35,805,34,814398,6
stench,stench,stEnC,1,1,0,1,0,stench,1,5,569,6,10,3,113,742,44,508722,5
cosmic,cosmic,kazmIk,1,0,1,1,0,cosmic,2,6,512,5,2,4,184,2370,99,4195062,6
jest,jest,JEst,18,16,2,15,3,jest,1,4,452,5,53,25,68,266,22,866519,5
muster,muster,m^stX,7,4,3,4,3,muster,2,5,540,7,32,21,76,1007,115,952213,6
check,check,CEk,15,14,1,12,3,check,1,3,367,6,65,9,14228,26608,6771,244508125,4
acclaim,acclaim,xklem,2,1,1,2,0,acclaim,2,5,540,8,5,1,22,561,66,1784066,6
filter,filter,fIltX,3,2,1,2,1,filter,2,5,581,7,14,9,162,3128,201,54112798,6
immobilize,immobilize,ImobxlYz,1,0,1,1,0,immobilize,4,8,661,11,3,1,7,92,10,78080,9
trait,trait,tret,19,15,4,9,10,trait,1,4,357,6,43,9,55,2261,92,1705417,5
capital,capital,k@p|tL,1,1,0,0,1,capital,3,7,486,8,3,5,648,24095,5425,68993136,8
cowlick,cowlick,kWlIk,3,2,1,2,1,cowlick,2,5,427,8,8,2,4,55,0,13785,6
frontal,frontal,fr^ntL,1,0,1,0,1,frontal,2,7,446,7,1,0,96,996,113,1692472,6
exhume,exhume,Igzum,2,2,0,0,2,exhume,2,7,601,7,2,2,24,66,30,32546,8
fury,fury,fyUri,2,2,0,0,2,fury,2,5,382,4,9,18,195,1748,188,3497938,6
fallout,fallout,fclWt,2,0,2,1,1,fallout,2,5,619,8,4,2,111,1308,564,1293318,6
canned,canned,k@nd,16,10,6,8,8,canned,1,4,402,7,57,14,214,1814,121,2721212,5
hooey,hooey,hui,8,6,2,2,6,hooey,2,3,420,4,85,12,43,52,12,53374,3
laity,laity,lexti,1,1,0,1,0,laity,3,5,428,5,2,4,0,427,23,375609,4
level,level,lEvL,6,6,0,3,3,level,2,5,341,6,21,14,2633,64540,8543,202574338,6
full,full,fUl,15,14,1,13,2,full,1,3,659,5,48,23,8512,61522,9168,309938387,4
nursery,nursery,nRsXi,1,1,0,1,0,nursery,3,5,557,8,3,1,207,2069,149,8938613,6
primer,primer,prImX,2,1,1,0,2,primer,2,5,426,7,19,9,30,816,37,4864138,6
resin,resin,rEzN,5,5,0,4,1,resin,2,5,478,6,17,11,30,615,11,4967033,6
feel,feel,fil,30,27,3,24,6,feel,1,3,426,5,142,25,31989,85845,27081,91932639,4
latent,latent,letNt,1,0,1,1,0,latent,2,6,480,6,4,3,39,1042,32,1857217,6
contumely,contumely,kxntumxli,1,1,0,0,1,contumely,3,9,778,6,0,0,1,12,0,14562,5
transformer,transformer,tr@nsformX,1,0,1,0,1,transformer,3,10,718,12,5,2,27,197,21,2743177,11
fetch,fetch,fEC,9,8,1,4,5,fetch,1,3,488,6,38,8,559,1278,55,2898830,4
dearth,dearth,dRT,10,9,1,7,3,dearth,1,3,459,5,33,4,5,516,15,372449,4
toupee,toupee,tupe,1,1,0,1,0,toupee,2,4,589,5,9,0,64,94,14,101483,4
litter,litter,lItX,13,10,3,8,5,litter,2,4,371,7,53,22,200,1336,105,3706977,5
cinch,cinch,sInC,8,6,2,5,3,cinch,1,4,529,6,26,13,182,354,31,427775,5
destine,destine,dEst|n,1,0,1,0,1,destine,2,6,438,8,1,5,1,6,0,35051,5
destitution,destitution,dEst|tuS|n,1,1,0,1,0,destitution,4,10,768,9,0,1,2,94,6,109081,8
leap,leap,lip,30,27,3,15,15,leap,1,3,344,5,108,22,340,3316,461,4774012,4
rectal,rectal,rEktL,4,4,0,2,2,rectal,2,6,440,6,6,2,46,228,36,1676607,7
sing,sing,sIG,22,17,5,14,8,sing,1,3,479,5,81,44,4977,8057,2215,11117648,4
gym,gym,JIm,14,13,1,8,6,gym,1,3,393,4,63,11,927,4629,561,9874822,4
radar,radar,redar,1,1,0,0,1,radar,2,5,430,6,5,9,1811,3359,707,14985698,6
travel,travel,tr@vL,3,2,1,2,1,travel,2,6,567,7,12,8,1702,20340,2914,287722710,7
professional,professional,prxfES|nL,1,0,1,0,1,professional,4,10,649,13,4,3,1646,25972,2469,123169695,11
roulette,roulette,rulEt,1,1,0,1,0,roulette,2,5,493,9,14,5,126,321,59,11361112,6
thin,thin,TIn,16,14,2,13,3,thin,1,3,393,5,83,20,1029,14572,1182,16008458,4
math,math,m@T,15,15,0,8,7,math,1,3,492,5,53,30,836,7192,1162,28636716,4
accord,accord,xkord,4,3,1,4,0,accord,2,5,434,7,12,5,83,2285,284,5034197,6
stack,stack,st@k,16,13,3,6,10,stack,1,4,507,6,59,22,311,3149,282,11091123,5
sin,sin,sIn,31,25,6,21,10,sin,1,3,390,4,125,52,813,4503,505,17951039,4
venom,venom,vEnM,4,4,0,1,3,venom,2,5,516,6,7,1,119,559,79,1892608,6
cartilage,cartilage,kartLIJ,2,1,1,0,2,cartilage,3,8,549,6,1,0,37,678,61,1325533,7
inspect,inspect,InspEkt,2,1,1,1,1,inspect,2,7,538,8,4,2,130,1217,171,3286565,8
symptomatic,symptomatic,sImtxm@tIk,1,1,0,1,0,symptomatic,4,11,942,8,1,1,29,551,54,859065,8
beg,beg,bEg,14,13,1,8,6,beg,1,3,319,4,71,29,2600,1751,343,2619968,4
castor,castor,k@stX,6,4,2,5,1,castor,2,5,478,7,50,9,67,831,186,971100,6
fatal,fatal,fetL,7,5,2,3,4,fatal,2,5,360,6,9,7,362,3232,719,6786528,6
response,response,rIspans,1,1,0,0,1,response,2,7,602,9,3,4,821,31928,5346,84066971,8
nest,nest,nEst,15,13,2,11,4,nest,1,4,380,5,52,33,566,3389,255,5602029,5
garnish,garnish,garnIS,2,2,0,2,0,garnish,2,6,495,8,7,5,27,1979,39,735054,7
ghetto,ghetto,gEto,1,0,1,0,1,ghetto,2,4,363,7,19,1,282,961,177,3551951,5
sled,sled,slEd,10,8,2,7,3,sled,1,4,476,5,20,17,149,790,54,1135340,5
burnt,burnt,bRnt,5,4,1,2,3,burnt,1,4,373,5,51,10,488,1250,132,3221640,5
client,client,klY|nt,1,1,0,1,0,client,2,6,425,7,8,3,2715,10729,1557,69195184,7
dream,dream,drim,7,3,4,3,4,dream,1,4,376,6,24,10,6798,18286,3790,33535334,5
web,web,wEb,10,8,2,3,7,web,1,3,322,4,38,14,470,22463,4762,619583946,4
speck,speck,spEk,8,7,1,1,7,speck,1,4,523,6,30,11,95,590,52,758600,5
felony,felony,fEl|ni,1,0,1,0,1,felony,3,6,512,6,10,2,285,1502,604,2828329,7
middling,middling,mIdlIG,1,0,1,1,0,middling,2,6,450,6,8,8,7,204,11,130475,5
shin,shin,SIn,20,19,1,16,4,shin,1,3,394,5,108,26,157,572,37,2289926,4
various,various,vErixs,2,0,2,0,2,various,3,6,728,8,3,0,456,29497,3208,91156590,7
germination,germination,JRmxneS|n,2,2,0,2,0,germination,4,9,641,9,1,1,1,203,0,758724,7
massage,massage,mxsaZ,1,1,0,1,0,massage,2,5,613,8,3,7,565,2074,170,17684555,6
had,had,h@d,31,28,3,18,13,had,1,3,369,4,91,48,85472,803646,146951,480246305,4
penis,penis,pin|s,3,3,0,3,0,penis,2,5,424,6,2,8,684,1282,142,18478409,6
crab,crab,kr@b,10,8,2,3,7,crab,1,4,382,5,36,17,352,1915,121,3824989,5
thrive,thrive,TrYv,5,4,1,3,2,thrive,1,4,427,7,7,4,89,1795,190,1823247,5
natal,natal,netL,4,4,0,2,2,natal,2,5,569,6,14,11,5,652,84,3010028,5
lotion,lotion,loS|n,5,3,2,5,0,lotion,2,5,475,7,29,5,166,814,58,4349478,6
claim,claim,klem,8,4,4,5,3,claim,1,4,427,6,33,6,1295,16548,3027,40085342,5
aromatic,aromatic,@rxm@tIk,3,2,1,3,0,aromatic,4,8,848,7,3,0,14,520,22,1817946,5
muslim,Muslim,m^zlxm,1,1,0,1,0,muslim,2,6,596,7,4,3,121,10639,2362,11454192,7
girth,girth,gRT,10,9,1,7,3,girth,1,3,372,5,33,8,22,268,8,492919,3
office,office,cfxs,3,2,1,1,2,office,2,4,613,7,9,4,10399,62461,12963,266797332,5
resolve,resolve,rIzalv,2,2,0,2,0,resolve,2,6,611,8,3,3,247,5310,1174,10442928,7
period,period,pIri|d,1,1,0,1,0,period,3,6,403,7,3,3,1417,34936,6177,103907438,7
swift,swift,swIft,1,0,1,1,0,swift,1,5,591,6,10,4,197,2677,405,5854122,6
gloom,gloom,glum,9,7,2,6,3,gloom,1,4,373,6,21,6,59,1069,105,878238,5
liver,liver,lIvX,10,6,4,6,4,liver,2,4,459,6,31,29,729,3241,527,12139938,5
dour,dour,dWr,13,10,3,6,7,dour,2,3,350,5,63,24,8,308,17,191669,4
saint,saint,sent,6,4,2,4,2,saint,1,4,488,6,22,10,914,6076,770,38937465,5
mesh,mesh,mES,6,6,0,2,4,mesh,1,3,419,5,54,15,35,1673,71,23651613,4
dribble,dribble,drIbL,3,2,1,1,2,dribble,2,6,316,8,14,8,68,293,12,328197,7
lighter,lighter,lYtX,14,12,2,8,6,lighter,2,4,401,8,57,11,457,3849,419,6287712,5
flick,flick,flIk,14,12,2,3,11,flick,1,4,500,6,49,18,257,1032,105,2226500,5
width,width,wIdT,2,1,1,0,2,width,1,4,325,6,6,6,35,2029,39,25183551,5
blotch,blotch,blaC,5,4,1,1,4,blotch,1,5,438,7,5,5,10,51,1,89691,6
